Ensembl Id	Gene Name	Description	Entrez	Genbank	UniGene
ENSG00000086598	TMED2	transmembrane emp24 domain trafficking protein 2 [Source:HGNC Symbol;Acc:16996]	10959		Hs.741649
ENSG00000087116	ADAMTS2	"ADAM metallopeptidase with thrombospondin type 1 motif, 2 [Source:HGNC Symbol;Acc:218]"	9509	CAA05880	Hs.23871
ENSG00000087128	TMPRSS11E	"transmembrane protease, serine 11E [Source:HGNC Symbol;Acc:24465]"	28983		Hs.201877
ENSG00000087250	MT3	metallothionein 3 [Source:HGNC Symbol;Acc:7408]	4504		
ENSG00000087266	SH3BP2	SH3-domain binding protein 2 [Source:HGNC Symbol;Acc:10825]	6452		Hs.167679
ENSG00000087510	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) [Source:HGNC Symbol;Acc:11744]	7022		Hs.473152
ENSG00000087916	SLC6A14	"solute carrier family 6 (amino acid transporter), member 14 [Source:HGNC Symbol;Acc:11047]"	11254	AAD49223	Hs.619522
ENSG00000088002	SULT2B1	"sulfotransferase family, cytosolic, 2B, member 1 [Source:HGNC Symbol;Acc:11459]"	6820	AAC78498	Hs.369331
ENSG00000088387	DOCK9	dedicator of cytokinesis 9 [Source:HGNC Symbol;Acc:14132]	23348	BAC86933	Hs.596105
ENSG00000088833	NSFL1C	NSFL1 (p97) cofactor (p47) [Source:HGNC Symbol;Acc:15912]	55968		Hs.622160
ENSG00000088899	LZTS3	"Homo sapiens leucine zipper, putative tumor suppressor family member 3 (LZTS3), mRNA. [Source:RefSeq mRNA;Acc:NM_001282533]"	9762		Hs.736923
ENSG00000089063	TMEM230	transmembrane protein 230 [Source:HGNC Symbol;Acc:15876]	29058		Hs.743665
ENSG00000089127	OAS1	"2'-5'-oligoadenylate synthetase 1, 40/46kDa [Source:HGNC Symbol;Acc:8086]"	4938		Hs.524760
ENSG00000089280	FUS	fused in sarcoma [Source:HGNC Symbol;Acc:4010]	2521		Hs.724154
ENSG00000089472	HEPH	hephaestin [Source:HGNC Symbol;Acc:4866]	9843		Hs.31720
ENSG00000089639	GMIP	GEM interacting protein [Source:HGNC Symbol;Acc:24852]	51291		Hs.49427
ENSG00000089693	MLF2	myeloid leukemia factor 2 [Source:HGNC Symbol;Acc:7126]	8079		Hs.608182
ENSG00000090339	ICAM1	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:5344]	3383		Hs.643447
ENSG00000090554	FLT3LG	fms-related tyrosine kinase 3 ligand [Source:HGNC Symbol;Acc:3766]	2323	AAH28001	Hs.734589
ENSG00000091513	TF	transferrin [Source:HGNC Symbol;Acc:11740]	7018		Hs.732443
ENSG00000091542	ALKBH5	"alkB, alkylation repair homolog 5 (E. coli) [Source:HGNC Symbol;Acc:25996]"	54890	BAA91078	Hs.744130
ENSG00000091656	ZFHX4	zinc finger homeobox 4 [Source:HGNC Symbol;Acc:30939]	79776	BAE96598	Hs.702475
ENSG00000091831	ESR1	estrogen receptor 1 [Source:HGNC Symbol;Acc:3467]	2099		Hs.630134
ENSG00000092010	PSME1	"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:HGNC Symbol;Acc:9568]"	5720	CAD62621	
ENSG00000092068	SLC7A8	"solute carrier family 7 (amino acid transporter light chain, L system), member 8 [Source:HGNC Symbol;Acc:11066]"	23428		Hs.735363
ENSG00000092096	SLC22A17	"solute carrier family 22, member 17 [Source:HGNC Symbol;Acc:23095]"	51310		Hs.373498
ENSG00000092201	SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11465]	11198		Hs.623612
ENSG00000092295	TGM1	transglutaminase 1 [Source:HGNC Symbol;Acc:11777]	7051		Hs.705334
ENSG00000092964	DPYSL2	dihydropyrimidinase-like 2 [Source:HGNC Symbol;Acc:3014]	1808	BAF94338	Hs.593187
ENSG00000094631	HDAC6	histone deacetylase 6 [Source:HGNC Symbol;Acc:14064]	10013	BAG64088	Hs.6764
ENSG00000094796	KRT31	keratin 31 [Source:HGNC Symbol;Acc:6448]	3881	AAB32812	Hs.41696
ENSG00000095139	ARCN1	archain 1 [Source:HGNC Symbol;Acc:649]	372	ACA05943	Hs.33642
ENSG00000095585	BLNK	B-cell linker [Source:HGNC Symbol;Acc:14211]	29760	CAJ55326	Hs.665244
ENSG00000095637	SORBS1	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:14565]	10580	BAG58006	Hs.741504
ENSG00000095794	CREM	cAMP responsive element modulator [Source:HGNC Symbol;Acc:2352]	1390	BAA03562	Hs.713133
ENSG00000096060	FKBP5	FK506 binding protein 5 [Source:HGNC Symbol;Acc:3721]	2289	BAH13784	Hs.407190
ENSG00000096384	HSP90AB1	"heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:5258]"	3326	BAF83423	Hs.509736
ENSG00000096968	JAK2	Janus kinase 2 [Source:HGNC Symbol;Acc:6192]	3717		Hs.656213
ENSG00000096996	IL12RB1	"interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]"	3594		Hs.735696
ENSG00000097007	ABL1	"c-abl oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:76]"	25		Hs.431048
ENSG00000099219	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:23703]	79956	BAG52673	Hs.717552
ENSG00000099804	CDC34	cell division cycle 34 [Source:HGNC Symbol;Acc:1734]	997		
ENSG00000099810	MTAP	methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:7413]	4507		Hs.193268
ENSG00000099875	MKNK2	MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:7111]	2872		Hs.713196
ENSG00000099889	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:728]	421		Hs.736126
ENSG00000099910	KLHL22	kelch-like family member 22 [Source:HGNC Symbol;Acc:25888]	84861	BAH11847	
ENSG00000099968	BCL2L13	BCL2-like 13 (apoptosis facilitator) [Source:HGNC Symbol;Acc:17164]	23786	BAH11724	Hs.743849
ENSG00000100056	DGCR14	DiGeorge syndrome critical region gene 14 [Source:HGNC Symbol;Acc:16817]	8220		Hs.694070
ENSG00000100068	LRP5L	low density lipoprotein receptor-related protein 5-like [Source:HGNC Symbol;Acc:25323]	91355		Hs.610548
ENSG00000100084	HIRA	histone cell cycle regulator [Source:HGNC Symbol;Acc:4916]	7290		Hs.474206
ENSG00000100095	SEZ6L	seizure related 6 homolog (mouse)-like [Source:HGNC Symbol;Acc:10763]	23544	BAG57913	
ENSG00000100139	MICALL1	MICAL-like 1 [Source:HGNC Symbol;Acc:29804]	85377	AAH82243	Hs.733907
ENSG00000100147	CCDC134	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:26185]	79879	CAG30370	Hs.474991
ENSG00000100196	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:6306]	11015	CAA22673	Hs.745072
ENSG00000100234	TIMP3	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:11822]	7078	AAB34532	Hs.714168
ENSG00000100263	RHBDD3	rhomboid domain containing 3 [Source:HGNC Symbol;Acc:1308]	25807		Hs.106730
ENSG00000100302	RASD2	"RASD family, member 2 [Source:HGNC Symbol;Acc:18229]"	23551	AAG00868	Hs.474711
ENSG00000100307	CBX7	chromobox homolog 7 [Source:HGNC Symbol;Acc:1557]	23492		Hs.681020
ENSG00000100336	APOL4	"apolipoprotein L, 4 [Source:HGNC Symbol;Acc:14867]"	80832	AAG50353	Hs.115099
ENSG00000100342	APOL1	"apolipoprotein L, 1 [Source:HGNC Symbol;Acc:618]"	8542		Hs.114309
ENSG00000100372	SLC25A17	"solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17 [Source:HGNC Symbol;Acc:10987]"	10478	BAG62259	Hs.713828
ENSG00000100379	KCTD17	potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:25705]	79734		Hs.625291
ENSG00000100380	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) [Source:HGNC Symbol;Acc:11343]	6767		Hs.714861
ENSG00000100393	EP300	E1A binding protein p300 [Source:HGNC Symbol;Acc:3373]	2033	ACF57273	Hs.655211
ENSG00000100422	CERK	ceramide kinase [Source:HGNC Symbol;Acc:19256]	64781		Hs.200668
ENSG00000100600	LGMN	legumain [Source:HGNC Symbol;Acc:9472]	5641	CAD61872	Hs.18069
ENSG00000100652	SLC10A1	"solute carrier family 10 (sodium/bile acid cotransporter), member 1 [Source:HGNC Symbol;Acc:10905]"	6554	AAD56541	Hs.952
ENSG00000100842	EFS	embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:16898]	10278	BAG58718	Hs.24587
ENSG00000100852	ARHGAP5	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:675]	394	EAW65935	Hs.592313
ENSG00000100911	PSME2	"proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:HGNC Symbol;Acc:9569]"	5721	CAD61943	Hs.709143
ENSG00000100918	REC8	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:16879]	9985		Hs.419259
ENSG00000101017	CD40	"CD40 molecule, TNF receptor superfamily member 5 [Source:HGNC Symbol;Acc:11919]"	958	ABI49511	
ENSG00000101057	MYBL2	v-myb avian myeloblastosis viral oncogene homolog-like 2 [Source:HGNC Symbol;Acc:7548]	4605		
ENSG00000101146	RAE1	ribonucleic acid export 1 [Source:HGNC Symbol;Acc:9828]	8480		Hs.740197
ENSG00000101160	CTSZ	cathepsin Z [Source:HGNC Symbol;Acc:2547]	1522	AAC61477	Hs.252549
ENSG00000101180	HRH3	histamine receptor H3 [Source:HGNC Symbol;Acc:5184]	11255	AAD38151	Hs.251399
ENSG00000101191	DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:2680]	11083	AAS49898	Hs.713343
ENSG00000101236	RNF24	ring finger protein 24 [Source:HGNC Symbol;Acc:13779]	11237	AAP36074	Hs.589884
ENSG00000101292	PROKR2	prokineticin receptor 2 [Source:HGNC Symbol;Acc:15836]	128674	AAM48128	Hs.739128
ENSG00000101335	MYL9	"myosin, light chain 9, regulatory [Source:HGNC Symbol;Acc:15754]"	10398	AAA59852	
ENSG00000101346	POFUT1	protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:14988]	23509	BAG62466	Hs.626259
ENSG00000101347	SAMHD1	SAM domain and HD domain 1 [Source:HGNC Symbol;Acc:15925]	25939	BAG65545	Hs.580681
ENSG00000101361	NOP56	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:15911]	10528		Hs.598401
ENSG00000101384	JAG1	jagged 1 [Source:HGNC Symbol;Acc:6188]	182	BAG63823	Hs.713934
ENSG00000101444	AHCY	adenosylhomocysteinase [Source:HGNC Symbol;Acc:343]	191	AAI14925	Hs.388004
ENSG00000101470	TNNC2	troponin C type 2 (fast) [Source:HGNC Symbol;Acc:11944]	7125	EAW75802	
ENSG00000101596	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:29090]	23347		Hs.8118
ENSG00000101695	RNF125	"ring finger protein 125, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:21150]"	54941		Hs.633703
ENSG00000101745	ANKRD12	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:29135]	23253	AAG38609	Hs.627304
ENSG00000102034	ELF4	E74-like factor 4 (ets domain transcription factor) [Source:HGNC Symbol;Acc:3319]	2000		Hs.623574
ENSG00000102316	MAGED2	"melanoma antigen family D, 2 [Source:HGNC Symbol;Acc:16353]"	10916	EAW93194	Hs.730202
ENSG00000102317	RBM3	"RNA binding motif (RNP1, RRM) protein 3 [Source:HGNC Symbol;Acc:9900]"	5935		Hs.301404
ENSG00000102524	TNFSF13B	"tumor necrosis factor (ligand) superfamily, member 13b [Source:HGNC Symbol;Acc:11929]"	10673	AAD29421	Hs.525157
ENSG00000102678	FGF9	fibroblast growth factor 9 [Source:HGNC Symbol;Acc:3687]	2254	BAA03572	Hs.610336
ENSG00000102699	PARP4	"poly (ADP-ribose) polymerase family, member 4 [Source:HGNC Symbol;Acc:271]"	143	AAD47250	Hs.744855
ENSG00000102910	LONP2	"lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:20598]"	83752		Hs.744137
ENSG00000102921	N4BP1	NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:29850]	9683		Hs.511839
ENSG00000102974	CTCF	CCCTC-binding factor (zinc finger protein) [Source:HGNC Symbol;Acc:13723]	10664	AAB07788	Hs.368367
ENSG00000103056	SMPD3	"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) [Source:HGNC Symbol;Acc:14240]"	55512	AAI43632	Hs.735133
ENSG00000103064	SLC7A6	"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6 [Source:HGNC Symbol;Acc:11064]"	9057		Hs.739359
ENSG00000103067	ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:26152]	80004		Hs.592053
ENSG00000103241	FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:3809]	2294	AAC50399	Hs.619376
ENSG00000103257	SLC7A5	"solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:HGNC Symbol;Acc:11063]"	8140	AAC61479	Hs.513797
ENSG00000103275	UBE2I	ubiquitin-conjugating enzyme E2I [Source:HGNC Symbol;Acc:12485]	7329		Hs.684741
ENSG00000103342	GSPT1	G1 to S phase transition 1 [Source:HGNC Symbol;Acc:4621]	2935		Hs.712597
ENSG00000103375	AQP8	aquaporin 8 [Source:HGNC Symbol;Acc:642]	343	BAA34223	
ENSG00000103653	CSK	c-src tyrosine kinase [Source:HGNC Symbol;Acc:2444]	1445		Hs.707052
ENSG00000103966	EHD4	EH-domain containing 4 [Source:HGNC Symbol;Acc:3245]	30844	AAK11599	Hs.713881
ENSG00000103995	CEP152	centrosomal protein 152kDa [Source:HGNC Symbol;Acc:29298]	22995	BAA74935	Hs.734263
ENSG00000104112	SCG3	secretogranin III [Source:HGNC Symbol;Acc:13707]	29106		Hs.232618
ENSG00000104213	PDGFRL	platelet-derived growth factor receptor-like [Source:HGNC Symbol;Acc:8805]	5157	BAA07179	Hs.458573
ENSG00000104320	NBN	nibrin [Source:HGNC Symbol;Acc:7652]	4683		Hs.652803
ENSG00000104327	CALB1	"calbindin 1, 28kDa [Source:HGNC Symbol;Acc:1434]"	793		Hs.65425
ENSG00000104341	LAPTM4B	lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:13646]	55353		Hs.492314
ENSG00000104361	NIPAL2	NIPA-like domain containing 2 [Source:HGNC Symbol;Acc:25854]	79815	BAB14779	Hs.734701
ENSG00000104368	PLAT	"plasminogen activator, tissue [Source:HGNC Symbol;Acc:9051]"	5327	EAW63231	Hs.491582
ENSG00000104427	ZC2HC1A	"zinc finger, C2HC-type containing 1A [Source:HGNC Symbol;Acc:24277]"	51101		Hs.271876
ENSG00000104432	IL7	interleukin 7 [Source:HGNC Symbol;Acc:6023]	3574	BAD89411	Hs.591873
ENSG00000104447	TRPS1	trichorhinophalangeal syndrome I [Source:HGNC Symbol;Acc:12340]	7227		Hs.690391
ENSG00000104490	NCALD	neurocalcin delta [Source:HGNC Symbol;Acc:7655]	83988		Hs.492427
ENSG00000104518	GSDMD	gasdermin D [Source:HGNC Symbol;Acc:25697]	79792	EAW82246	Hs.118983
ENSG00000104687	GSR	glutathione reductase [Source:HGNC Symbol;Acc:4623]	2936		Hs.271510
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10 [Source:HGNC Symbol;Acc:14103]	9639		Hs.623597
ENSG00000104805	NUCB1	nucleobindin 1 [Source:HGNC Symbol;Acc:8043]	4924		Hs.631602
ENSG00000104818	CGB2	"chorionic gonadotropin, beta polypeptide 2 [Source:HGNC Symbol;Acc:16722]"	114335		Hs.567650
ENSG00000104888	SLC17A7	"solute carrier family 17 (vesicular glutamate transporter), member 7 [Source:HGNC Symbol;Acc:16704]"	57030	BAG57657	Hs.613187
ENSG00000104951	IL4I1	interleukin 4 induced 1 [Source:HGNC Symbol;Acc:19094]	259307		Hs.741750
ENSG00000104953	TLE6	"transducin-like enhancer of split 6 (E(sp1) homolog, Drosophila) [Source:HGNC Symbol;Acc:30788]"	79816	EAW69350	Hs.334507
ENSG00000104972	LILRB1	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 [Source:HGNC Symbol;Acc:6605]"	10859		Hs.667388
ENSG00000104974	LILRA1	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1 [Source:HGNC Symbol;Acc:6602]"	11024	AAB87663	Hs.710507
ENSG00000104983	CCDC61	coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:33629]	729440	AAD38244	Hs.515479
ENSG00000105131	EPHX3	epoxide hydrolase 3 [Source:HGNC Symbol;Acc:23760]	79852		Hs.156457
ENSG00000105219	CNTD2	cyclin N-terminal domain containing 2 [Source:HGNC Symbol;Acc:25805]	79935	BAB14529	Hs.674914
ENSG00000105229	PIAS4	"protein inhibitor of activated STAT, 4 [Source:HGNC Symbol;Acc:17002]"	51588	AAH04389	Hs.619701
ENSG00000105278	ZFR2	zinc finger RNA binding protein 2 [Source:HGNC Symbol;Acc:29189]	23217		Hs.65750
ENSG00000105281	SLC1A5	"solute carrier family 1 (neutral amino acid transporter), member 5 [Source:HGNC Symbol;Acc:10943]"	6510		Hs.631582
ENSG00000105287	PRKD2	protein kinase D2 [Source:HGNC Symbol;Acc:17293]	25865	AAK01149	Hs.466987
ENSG00000105369	CD79A	"CD79a molecule, immunoglobulin-associated alpha [Source:HGNC Symbol;Acc:1698]"	973		Hs.631567
ENSG00000105388	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5 [Source:HGNC Symbol;Acc:1817]	1048		Hs.709196
ENSG00000105398	SULT2A1	"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 [Source:HGNC Symbol;Acc:11458]"	6822	ACB21041	Hs.515835
ENSG00000105401	CDC37	cell division cycle 37 [Source:HGNC Symbol;Acc:1735]	11140		Hs.160958
ENSG00000105402	NAPA	"N-ethylmaleimide-sensitive factor attachment protein, alpha [Source:HGNC Symbol;Acc:7641]"	8775		Hs.730799
ENSG00000105428	ZNRF4	zinc and ring finger 4 [Source:HGNC Symbol;Acc:17726]	148066	BAF84940	Hs.126496
ENSG00000105438	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:6304]	10945		Hs.623604
ENSG00000105549	THEG	theg spermatid protein [Source:HGNC Symbol;Acc:13706]	51298	BAA93718	Hs.250002
ENSG00000105559	PLEKHA4	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4 [Source:HGNC Symbol;Acc:14339]"	57664		Hs.9469
ENSG00000105568	PPP2R1A	"protein phosphatase 2, regulatory subunit A, alpha [Source:HGNC Symbol;Acc:9302]"	5518		Hs.612960
ENSG00000105664	COMP	cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:2227]	1311	BAG59205	Hs.1584
ENSG00000105675	ATP4A	"ATPase, H+/K+ exchanging, alpha polypeptide [Source:HGNC Symbol;Acc:819]"	495		Hs.36992
ENSG00000105699	LSR	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:29572]	51599	BAG59226	Hs.466507
ENSG00000105737	GRIK5	"glutamate receptor, ionotropic, kainate 5 [Source:HGNC Symbol;Acc:4583]"	2901		Hs.367799
ENSG00000105750	ZNF85	zinc finger protein 85 [Source:HGNC Symbol;Acc:13160]	7639	AAH47646	Hs.37138
ENSG00000105767	CADM4	cell adhesion molecule 4 [Source:HGNC Symbol;Acc:30825]	199731	AAM60750	Hs.370984
ENSG00000105792	C7orf63	chromosome 7 open reading frame 63 [Source:HGNC Symbol;Acc:26107]	79846		Hs.657403
ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:30092]	10135		Hs.641730
ENSG00000105880	DLX5	distal-less homeobox 5 [Source:HGNC Symbol;Acc:2918]	1749	BAH12629	Hs.99348
ENSG00000105939	ZC3HAV1	"zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:23721]"	56829		Hs.609466
ENSG00000105971	CAV2	caveolin 2 [Source:HGNC Symbol;Acc:1528]	858	BAG34904	Hs.707759
ENSG00000106025	TSPAN12	tetraspanin 12 [Source:HGNC Symbol;Acc:21641]	23554		Hs.733342
ENSG00000106049	HIBADH	3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:4907]	11112		Hs.599452
ENSG00000106113	CRHR2	corticotropin releasing hormone receptor 2 [Source:HGNC Symbol;Acc:2358]	1395		Hs.729970
ENSG00000106178	CCL24	chemokine (C-C motif) ligand 24 [Source:HGNC Symbol;Acc:10623]	6369	AAB51135	Hs.247838
ENSG00000106258	CYP3A5	"cytochrome P450, family 3, subfamily A, polypeptide 5 [Source:HGNC Symbol;Acc:2638]"	1577	CAD97807	Hs.571258
ENSG00000106351	AGFG2	ArfGAP with FG repeats 2 [Source:HGNC Symbol;Acc:5177]	3268		Hs.521083
ENSG00000106436	MYL10	"myosin, light chain 10, regulatory [Source:HGNC Symbol;Acc:29825]"	93408	EAW50226	Hs.247831
ENSG00000106537	TSPAN13	tetraspanin 13 [Source:HGNC Symbol;Acc:21643]	27075	BAG38182	Hs.603806
ENSG00000106628	POLD2	"polymerase (DNA directed), delta 2, accessory subunit [Source:HGNC Symbol;Acc:9176]"	5425		Hs.306791
ENSG00000106689	LHX2	LIM homeobox 2 [Source:HGNC Symbol;Acc:6594]	9355	AAB08752	Hs.696425
ENSG00000106771	TMEM245	transmembrane protein 245 [Source:HGNC Symbol;Acc:1363]	23731		Hs.622507
ENSG00000106780	MEGF9	multiple EGF-like-domains 9 [Source:HGNC Symbol;Acc:3234]	1955		Hs.744903
ENSG00000106785	TRIM14	tripartite motif containing 14 [Source:HGNC Symbol;Acc:16283]	9830	BAH14835	Hs.712999
ENSG00000106927	AMBP	alpha-1-microglobulin/bikunin precursor [Source:HGNC Symbol;Acc:453]	259		Hs.436911
ENSG00000106991	ENG	endoglin [Source:HGNC Symbol;Acc:3349]	2022	ABI75346	Hs.707025
ENSG00000107018	RLN1	relaxin 1 [Source:HGNC Symbol;Acc:10026]	6013	CAA25461	Hs.368996
ENSG00000107021	TBC1D13	"TBC1 domain family, member 13 [Source:HGNC Symbol;Acc:25571]"	54662	BAG53966	Hs.3376
ENSG00000107164	FUBP3	far upstream element (FUSE) binding protein 3 [Source:HGNC Symbol;Acc:4005]	8939	AAC50893	Hs.733357
ENSG00000107201	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 [Source:HGNC Symbol;Acc:19102]	23586	BAG54273	Hs.609798
ENSG00000107485	GATA3	GATA binding protein 3 [Source:HGNC Symbol;Acc:4172]	2625	CAA41102	Hs.524134
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:6881]	5599	ABB29981	Hs.738804
ENSG00000107819	SFXN3	sideroflexin 3 [Source:HGNC Symbol;Acc:16087]	81855	BAC11151	Hs.283844
ENSG00000107821	KAZALD1	Kazal-type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:25460]	81621	AAG50354	Hs.733496
ENSG00000107829	FBXW4	F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:10847]	6468	AAG22739	Hs.736808
ENSG00000107882	SUFU	suppressor of fused homolog (Drosophila) [Source:HGNC Symbol;Acc:16466]	51684	AAF35866	Hs.404089
ENSG00000107897	ACBD5	acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:23338]	91452	BAH11793	Hs.530597
ENSG00000108061	SHOC2	soc-2 suppressor of clear homolog (C. elegans) [Source:HGNC Symbol;Acc:15454]	8036		Hs.104315
ENSG00000108244	KRT23	keratin 23 (histone deacetylase inducible) [Source:HGNC Symbol;Acc:6438]	25984	CAB55984	Hs.9029
ENSG00000108344	PSMD3	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 [Source:HGNC Symbol;Acc:9560]"	5709	BAG61884	Hs.12970
ENSG00000108551	RASD1	"RAS, dexamethasone-induced 1 [Source:HGNC Symbol;Acc:15828]"	51655	AAG17979	Hs.25829
ENSG00000108588	CCDC47	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:24856]	57003		Hs.202011
ENSG00000108669	CYTH1	cytohesin 1 [Source:HGNC Symbol;Acc:9501]	9267		Hs.735291
ENSG00000108679	LGALS3BP	"lectin, galactoside-binding, soluble, 3 binding protein [Source:HGNC Symbol;Acc:6564]"	3959	BAG62653	Hs.514535
ENSG00000108684	ASIC2	acid-sensing (proton-gated) ion channel 2 [Source:HGNC Symbol;Acc:99]	40	BAG54565	Hs.368417
ENSG00000108691	CCL2	chemokine (C-C motif) ligand 2 [Source:HGNC Symbol;Acc:10618]	6347	AAA18164	Hs.595481
